,Class,Family,Genome Composition,Genus,Kingdom,Last Change,MSL of Last Change,Order,Phylum,Proposal for Last Change ,PubMed_Search,PubMed_Search_ln,Realm,Sort,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Taxon History URL,Type Species?,family,genus,hits,hits_ln,number_of hosts,number_of hosts_x,number_of hosts_y,order,species,tax_id,tax_id_n,virus_name
224,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,2,0.6936470556015963,,2438.0,Human mastadenovirus F,,,,,,,,ICTVonline=20182427,0.0,Adenoviridae,Mastadenovirus,1382,7.231287727916355,3,,,,Human mastadenovirus F,130309,130309,Human adenovirus F
225,,,,,,,,,,,229,5.433726370356932,,,,,,,,,,,,,Astroviridae,,1139,7.037906841409923,1,,,,Human astrovirus,1868658,1868658,Human astrovirus
226,,Coronaviridae,ssRNA(+),Alphacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,156,5.049862417485402,,1692.0,Human coronavirus 229E,,Orthocoronavirinae,Duvinacovirus,,Cornidovirineae,,,ICTVonline=20181852,0.0,Coronaviridae,Alphacoronavirus,538,6.287860418896116,1,,,Nidovirales,Human coronavirus 229E,11137,11137,Human coronavirus 229E
227,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,128,4.8520380763891,,1706.0,Betacoronavirus 1,,Orthocoronavirinae,Embecovirus,,Cornidovirineae,,,ICTVonline=20181861,0.0,Coronaviridae,Betacoronavirus,1171,7.065614217568318,1,,,Nidovirales,Betacoronavirus 1,31631,31631,Human coronavirus OC43
228,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",44,3.784212360932728,,2021.0,Enterovirus A,,,,,,,,ICTVonline=20181983,0.0,Picornaviridae,Enterovirus,29100,10.278493487523845,3,,,Picornavirales,Enterovirus A,138948,138948,Human enterovirus A
229,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",58,4.060460251777099,,2022.0,Enterovirus B,,,,,,,,ICTVonline=20181984,0.0,Picornaviridae,Enterovirus,22574,10.02455412481432,3,,,Picornavirales,Enterovirus B,138949,138949,Human enterovirus B
230,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",27,3.295873902355512,,2023.0,Enterovirus C,,,,,,,,ICTVonline=20181985,1.0,Picornaviridae,Enterovirus,10402,9.249753470468372,1,,,Picornavirales,Enterovirus C,138950,138950,Human enterovirus C
231,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",7,1.9460529959950605,,2024.0,Enterovirus D,,,,,,,,ICTVonline=20181986,0.0,Picornaviridae,Enterovirus,3941,8.279190030937677,3,,,Picornavirales,Enterovirus D,138951,138951,Human enterovirus D
232,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,60,4.09436122874988,,1576.0,Human alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181428,1.0,Herpesviridae,Simplexvirus,8723,9.073718609072671,3,,,Herpesvirales,Human alphaherpesvirus 1,10298,10298,Human herpesvirus 1
233,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,22,3.0910879068707438,,1577.0,Human alphaherpesvirus 2,,Alphaherpesvirinae,,,,,,ICTVonline=20181429,0.0,Herpesviridae,Simplexvirus,8490,9.046644397091017,1,,,Herpesvirales,Human alphaherpesvirus 2,10310,10310,Human herpesvirus 2
234,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,15,2.7081168655467533,,1599.0,Human alphaherpesvirus 3,,Alphaherpesvirinae,,,,,,ICTVonline=20181454,1.0,Herpesviridae,Varicellovirus,1023,6.9304957434682555,1,,,Herpesvirales,Human alphaherpesvirus 3,10335,10335,Human herpesvirus 3
235,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,33,3.4965378640376557,,1624.0,Human gammaherpesvirus 4,,Gammaherpesvirinae,,,,,,ICTVonline=20181486,1.0,Herpesviridae,Lymphocryptovirus,10177,9.22788564945271,2,,,Herpesvirales,Human gammaherpesvirus 4,10376,10376,Human herpesvirus 4
236,,Herpesviridae,dsDNA,Cytomegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,21,3.0445700556372914,,1606.0,Human betaherpesvirus 5,,Betaherpesvirinae,,,,,,ICTVonline=20181462,1.0,Herpesviridae,Cytomegalovirus,8678,9.068546481592215,1,,,Herpesvirales,Human betaherpesvirus 5,10359,10359,Human herpesvirus 5
237,,,,,,,,,,,2184,7.688913794740149,,,,,,,,,,,,,Herpesviridae,Roseolovirus,355,5.872120606372857,1,,,Herpesvirales,Human betaherpesvirus 6,10368,10368,Human herpesvirus 6
238,,Herpesviridae,dsDNA,Roseolovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,343,5.8377333626135846,,1615.0,Human betaherpesvirus 7,,Betaherpesvirinae,,,,,,ICTVonline=20181474,0.0,Herpesviridae,Roseolovirus,239,5.476467736023176,1,,,Herpesvirales,Human betaherpesvirus 7,10372,10372,Human herpesvirus 7
239,,Retroviridae,ssRNA-RT,Lentivirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,2889,7.9686660466067085,,1942.0,Human immunodeficiency virus 1,,Orthoretrovirinae,,,,,,ICTVonline=20185030,1.0,Retroviridae,Lentivirus,819482,13.616427713532511,1,,,Ortervirales,Human immunodeficiency virus 1,11676,11676,Human immunodeficiency virus 1
240,,Retroviridae,ssRNA-RT,Lentivirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,46,3.828663135383238,,1943.0,Human immunodeficiency virus 2,,Orthoretrovirinae,,,,,,ICTVonline=20185031,0.0,Retroviridae,Lentivirus,6421,8.767329303533018,1,,,Ortervirales,Human immunodeficiency virus 2,11709,11709,Human immunodeficiency virus 2
241,Monjiviricetes,Pneumoviridae,ssRNA(-),Metapneumovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1431,7.266129478368226,,150.0,Human metapneumovirus,,,,,,Haploviricotina,,ICTVonline=20181648,0.0,Pneumoviridae,Metapneumovirus,8766,9.078635995055864,3,,,Mononegavirales,Human metapneumovirus,162145,162145,Human metapneumovirus
242,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,Caliciviridae,Norovirus,2,0.6936470556015963,3,,,,Human norovirus - Alphatron,106516,106516,Human norovirus-Alphatron
243,,Papillomaviridae,dsDNA,Mupapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,9,2.1973356822749484,,3830.0,Mupapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20184093,1.0,Papillomaviridae,Mupapillomavirus,22,3.0910879068707438,1,,,,Mupapillomavirus 1,334203,334203,Human papillomavirus 1
244,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3735.0,Alphapapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20183975,0.0,Papillomaviridae,Alphapapillomavirus,71,4.262693961449172,1,,,,Alphapapillomavirus 2,337039,337039,Human papillomavirus 10
245,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1055,6.961296993777016,,3742.0,Alphapapillomavirus 9,,Firstpapillomavirinae,,,,,,ICTVonline=20183982,0.0,Papillomaviridae,Alphapapillomavirus,9492,9.158204722907524,1,,,,Alphapapillomavirus 9,333760,333760,Human papillomavirus 16
246,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,109,4.691357056498987,,3740.0,Alphapapillomavirus 7,,Firstpapillomavirinae,,,,,,ICTVonline=20183980,0.0,Papillomaviridae,Alphapapillomavirus,1766,7.476472947415161,1,,,,Alphapapillomavirus 7,337042,337042,Human papillomavirus 18
247,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,11,2.3979861777572986,,3737.0,Alphapapillomavirus 4,,Firstpapillomavirinae,,,,,,ICTVonline=20183977,0.0,Papillomaviridae,Alphapapillomavirus,74,4.304078606626376,1,,,,Alphapapillomavirus 4,337043,337043,Human papillomavirus 2
248,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3738.0,Alphapapillomavirus 5,,Firstpapillomavirinae,,,,,,ICTVonline=20183978,0.0,Papillomaviridae,Alphapapillomavirus,299,5.7004469178666985,1,,,,Alphapapillomavirus 5,337044,337044,Human papillomavirus 26
249,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,3,1.09894556645823,,3734.0,Alphapapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20183974,1.0,Papillomaviridae,Alphapapillomavirus,245,5.50126229216905,1,,,,Alphapapillomavirus 1,337048,337048,Human papillomavirus 32
250,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3744.0,Alphapapillomavirus 11,,Firstpapillomavirinae,,,,,,ICTVonline=20183984,0.0,Papillomaviridae,Alphapapillomavirus,95,4.553887417860929,1,,,,Alphapapillomavirus 11,337049,337049,Human papillomavirus 34
251,,Papillomaviridae,dsDNA,Gammapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3794.0,Gammapapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20184055,1.0,Papillomaviridae,Gammapapillomavirus,15,2.7081168655467533,1,,,,Gammapapillomavirus 1,10617,10617,Human papillomavirus 4
252,,Papillomaviridae,dsDNA,Nupapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3833.0,Nupapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20184097,1.0,Papillomaviridae,Nupapillomavirus,12,2.4849899796493045,1,,,,Nupapillomavirus 1,334205,334205,Human papillomavirus 41
253,,Papillomaviridae,dsDNA,Gammapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1427,7.263330318247439,,3795.0,Gammapapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20184056,0.0,Papillomaviridae,Gammapapillomavirus,14,2.639128755635788,1,,,,Gammapapillomavirus 2,333928,333928,Human papillomavirus 48
254,,Papillomaviridae,dsDNA,Betapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,0,-6.907755278982137,,3750.0,Betapapillomavirus 3,,Firstpapillomavirinae,,,,,,ICTVonline=20183991,0.0,Papillomaviridae,Betapapillomavirus,22,3.0910879068707438,1,,,,Betapapillomavirus 3,334207,334207,Human papillomavirus 49
255,,Papillomaviridae,dsDNA,Betapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,9,2.1973356822749484,,3748.0,Betapapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20183989,1.0,Papillomaviridae,Betapapillomavirus,78,4.356721647120231,1,,,,Betapapillomavirus 1,333923,333923,Human papillomavirus 5
256,,Papillomaviridae,dsDNA,Gammapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3796.0,Gammapapillomavirus 3,,Firstpapillomavirinae,,,,,,ICTVonline=20184057,0.0,Papillomaviridae,Gammapapillomavirus,14,2.639128755635788,1,,,,Gammapapillomavirus 3,333929,333929,Human papillomavirus 50
257,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1490,7.306532070080219,,3739.0,Alphapapillomavirus 6,,Firstpapillomavirinae,,,,,,ICTVonline=20183979,0.0,Papillomaviridae,Alphapapillomavirus,1156,7.052721914283851,1,,,,Alphapapillomavirus 6,337050,337050,Human papillomavirus 53
258,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1334,7.195937976100476,,3746.0,Alphapapillomavirus 13,,Firstpapillomavirinae,,,,,,ICTVonline=20183986,0.0,Papillomaviridae,Alphapapillomavirus,32,3.4657671523114555,1,,,,Alphapapillomavirus 13,1671798,1671798,Human papillomavirus 54
259,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,80,4.3820391345957574,,3743.0,Alphapapillomavirus 10,,Firstpapillomavirinae,,,,,,ICTVonline=20183983,0.0,Papillomaviridae,Alphapapillomavirus,2433,7.7968807537986455,1,,,,Alphapapillomavirus 10,333754,333754,Human papillomavirus 6
260,,Papillomaviridae,dsDNA,Gammapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,4,1.3865443298750981,,3797.0,Gammapapillomavirus 4,,Firstpapillomavirinae,,,,,,ICTVonline=20184058,0.0,Papillomaviridae,Gammapapillomavirus,13,2.5650262775800314,1,,,,Gammapapillomavirus 4,333930,333930,Human papillomavirus 60
261,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1173,7.067320701168031,,3736.0,Alphapapillomavirus 3,,Firstpapillomavirinae,,,,,,ICTVonline=20183976,0.0,Papillomaviridae,Alphapapillomavirus,293,5.680176021980526,1,,,,Alphapapillomavirus 3,333767,333767,Human papillomavirus 61
262,,Papillomaviridae,dsDNA,Mupapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,2,0.6936470556015963,,3831.0,Mupapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20184094,0.0,Papillomaviridae,Mupapillomavirus,12,2.4849899796493045,1,,,,Mupapillomavirus 2,334204,334204,Human papillomavirus 63
263,,Papillomaviridae,dsDNA,Gammapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3798.0,Gammapapillomavirus 5,,Firstpapillomavirinae,,,,,,ICTVonline=20184059,0.0,Papillomaviridae,Gammapapillomavirus,3,1.09894556645823,1,,,,Gammapapillomavirus 5,333931,333931,Human papillomavirus 88
264,,Papillomaviridae,dsDNA,Betapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,3,1.09894556645823,,3749.0,Betapapillomavirus 2,,Firstpapillomavirinae,,,,,,ICTVonline=20183990,0.0,Papillomaviridae,Betapapillomavirus,16,2.7726512202867375,1,,,,Betapapillomavirus 2,10621,10621,Human papillomavirus 9
265,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,0,-6.907755278982137,,3747.0,Alphapapillomavirus 14,,Firstpapillomavirinae,,,,,,ICTVonline=20183987,0.0,Papillomaviridae,Alphapapillomavirus,57,4.043068811540308,1,,,,Alphapapillomavirus 14,333769,333769,Human papillomavirus cand90
266,,Papillomaviridae,dsDNA,Betapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,0,-6.907755278982137,,3751.0,Betapapillomavirus 4,,Firstpapillomavirinae,,,,,,ICTVonline=20183992,0.0,Papillomaviridae,Betapapillomavirus,16,2.7726512202867375,1,,,,Betapapillomavirus 4,334208,334208,Human papillomavirus cand92
267,,Papillomaviridae,dsDNA,Betapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,0,-6.907755278982137,,3752.0,Betapapillomavirus 5,,Firstpapillomavirinae,,,,,,ICTVonline=20183993,0.0,Papillomaviridae,Betapapillomavirus,16,2.7726512202867375,1,,,,Betapapillomavirus 5,334209,334209,Human papillomavirus cand96
268,Monjiviricetes,Paramyxoviridae,ssRNA(-),Respirovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,16,2.7726512202867375,,128.0,Human respirovirus 1,,,,,,Haploviricotina,,ICTVonline=20181622,0.0,Paramyxoviridae,Respirovirus,697,6.5467868454797244,1,,,Mononegavirales,Human respirovirus 1,12730,12730,Human parainfluenza virus 1
269,Monjiviricetes,Paramyxoviridae,ssRNA(-),Respirovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,84,4.430828703534357,,129.0,Human respirovirus 3,,,,,,Haploviricotina,,ICTVonline=20181623,0.0,Paramyxoviridae,Respirovirus,1875,7.536364471737702,2,,,Mononegavirales,Human respirovirus 3,11216,11216,Human parainfluenza virus 3
270,Monjiviricetes,Paramyxoviridae,ssRNA(-),Rubulavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,7,1.9460529959950605,,136.0,Human rubulavirus 4,,,,,,Haploviricotina,,ICTVonline=20181631,0.0,Paramyxoviridae,Rubulavirus,170,5.135804319385902,1,,,Mononegavirales,Human rubulavirus 4,1979161,1979161,Human parainfluenza virus 4
271,,Picornaviridae,ssRNA(+),Parechovirus,,"Renamed,",29.0,Picornavirales,,2014.016aV.A.v1.Picornaviridae_spren.pdf,274,5.613131756016447,,2072.0,Parechovirus A,,,,,,,,ICTVonline=20182038,1.0,Picornaviridae,Parechovirus,4707,8.456806253850663,1,,,Picornavirales,Parechovirus A,1803956,1803956,Human parechovirus
272,,Picobirnaviridae,dsRNA,Picobirnavirus,,"New,Assigned as Type Species,",24.0,,,2005.216-22V.04.Picobirna.pdf,8,2.079566533867987,,4041.0,Human picobirnavirus,,,,,,,,ICTVonline=20184334,1.0,Picobirnaviridae,Picobirnavirus,158,5.062601362120862,7,,,,Human picobirnavirus,145856,145856,Human picobirnavirus
273,,Polyomaviridae,dsDNA,Betapolyomavirus,,"Renamed,Moved,",30.0,,,2015.015a-aaD.A.v2.Polyomaviridae_rev.pdf,682,6.525031124118047,,4152.0,Human polyomavirus 1,,,,,,,,ICTVonline=20184459,0.0,Polyomaviridae,Betapolyomavirus,3178,8.064007661759922,1,,,,Human polyomavirus 1,1891762,1891762,Human polyomavirus
274,Monjiviricetes,Pneumoviridae,ssRNA(-),Orthopneumovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1038,6.945052027116507,,152.0,Human orthopneumovirus,,,,,,Haploviricotina,,ICTVonline=20181651,1.0,Pneumoviridae,Orthopneumovirus,22492,10.020915013872344,2,,,Mononegavirales,Human orthopneumovirus,11250,11250,Human respiratory syncytial virus
275,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",14,2.639128755635788,,2033.0,Rhinovirus A,,,,,,,,ICTVonline=20181993,0.0,Picornaviridae,Enterovirus,5422,8.598220214492382,1,,,Picornavirales,Rhinovirus A,147711,147711,Human rhinovirus A
276,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",5,1.6096378924367667,,2034.0,Rhinovirus B,,,,,,,,ICTVonline=20181994,0.0,Picornaviridae,Enterovirus,1222,7.108244958061811,1,,,Picornavirales,Rhinovirus B,147712,147712,Human rhinovirus B
277,,,,,,,,,,,5,1.6096378924367667,,,,,,,,,,,,,Tobaniviridae,Torovirus,11,2.3979861777572986,1,,,Nidovirales,Human torovirus,67605,67605,Human torovirus
278,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Reoviridae,Orbivirus,10,2.3026850879943788,1,,,,Ife virus,2547357,2547357,Ife virus
279,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,6,1.7919261220073759,,4686.0,Onyong-nyong virus,,,,,,,,ICTVonline=20185100,0.0,Togaviridae,Alphavirus,2,0.6936470556015963,1,,,,Onyong-nyong virus,79899,79899,Igbo-Ora virus
280,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,1,0.0009995003330834232,,2947.0,Aroa virus,,,,,,,,ICTVonline=20183072,0.0,Flaviviridae,Flavivirus,6,1.7919261220073759,2,,,,Aroa virus,64308,64308,Iguape virus
281,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,31,3.434019462029382,,2960.0,Ilheus virus,,,,,,,,ICTVonline=20183085,0.0,Flaviviridae,Flavivirus,25,3.218915824068222,13,,,,Ilheus virus,59563,59563,Ilheus virus
282,Insthoviricetes,Orthomyxoviridae,ssRNA(-),Alphainfluenzavirus,,"Moved,",33.0,Articulavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,9189,9.12576250432665,,515.0,Influenza A virus,,,,,,Polyploviricotina,,ICTVonline=20183956,1.0,Orthomyxoviridae,Alphainfluenzavirus,626758,13.34831578179466,5,,,Articulavirales,Influenza A virus,11320,11320,Influenza A virus
283,Insthoviricetes,Orthomyxoviridae,ssRNA(-),Betainfluenzavirus,,"Moved,",33.0,Articulavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1158,7.054450521690426,,516.0,Influenza B virus,,,,,,Polyploviricotina,,ICTVonline=20183958,1.0,Orthomyxoviridae,Betainfluenzavirus,94330,11.45455456224498,3,,,Articulavirales,Influenza B virus,11520,11520,Influenza B virus
284,Insthoviricetes,Orthomyxoviridae,ssRNA(-),Gammainfluenzavirus,,"Moved,",33.0,Articulavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,280,5.634793174591444,,518.0,Influenza C virus,,,,,,Polyploviricotina,,ICTVonline=20183960,1.0,Orthomyxoviridae,Gammainfluenzavirus,2192,7.692570104272182,2,,,Articulavirales,Influenza C virus,11552,11552,Influenza C virus
285,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,310.0,Ippy mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182578,0.0,Arenaviridae,Mammarenavirus,6,1.7919261220073759,4,,,Bunyavirales,Ippy mammarenavirus,55096,55096,Ippy virus
286,Monjiviricetes,Rhabdoviridae,ssRNA(-),Lyssavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,11,2.3979861777572986,,222.0,Irkut lyssavirus,,,,,,Haploviricotina,,ICTVonline=20181729,0.0,Rhabdoviridae,Lyssavirus,5,1.6096378924367667,0,,,Mononegavirales,Irkut lyssavirus,249583,249583,Irkut lyssavirus
287,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,9,2.1973356822749484,,278.0,Isfahan vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181795,0.0,Rhabdoviridae,Vesiculovirus,5,1.6096378924367667,1,,,Mononegavirales,Isfahan vesiculovirus,290008,290008,Isfahan virus
288,,,,,,,,,,,2,0.6936470556015963,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,10,2.3026850879943788,0,,,Bunyavirales,Isla Vista hantavirus,42097,42097,Isla Vista hantavirus
289,,,,,,,,,,,16,2.7726512202867375,,,,,,,,,,,,,Nairoviridae,Orthonairovirus,10,2.3026850879943788,14,,,Bunyavirales,Issyk-Kul virus,1453408,1453408,Issyk-Kul virus
290,,Polyomaviridae,dsDNA,Betapolyomavirus,,"Renamed,Moved,",30.0,,,2015.015a-aaD.A.v2.Polyomaviridae_rev.pdf,231,5.442422039516752,,4153.0,Human polyomavirus 2,,,,,,,,ICTVonline=20184460,0.0,Polyomaviridae,Betapolyomavirus,5376,8.589700068214873,1,,,,Human polyomavirus 2,10632,10632,JC polyomavirus
291,,Retroviridae,ssRNA-RT,Betaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,199,5.293309849837494,,1908.0,Jaagsiekte sheep retrovirus,,Orthoretrovirinae,,,,,,ICTVonline=20184992,0.0,Retroviridae,Betaretrovirus,437,6.079935483422491,2,,,Ortervirales,Jaagsiekte sheep retrovirus,11746,11746,Jaagsiekte sheep retrovirus
292,,,,,,,,,,,1,0.0009995003330834232,,,,,,,,,,,,,Reoviridae,Orbivirus,10,2.3026850879943788,1,,,,Japanaut virus,2547358,2547358,Japanaut virus
293,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,2358,7.765569505185437,,2962.0,Japanese encephalitis virus,,,,,,,,ICTVonline=20183087,0.0,Flaviviridae,Flavivirus,2800,7.937375053306089,174,,,,Japanese encephalitis virus,11072,11072,Japanese encephalitis virus
294,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,1,0.0009995003330834232,,2963.0,Jugra virus,,,,,,,,ICTVonline=20183088,0.0,Flaviviridae,Flavivirus,6,1.7919261220073759,1,,,,Jugra virus,64309,64309,Jugra virus
295,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,301.0,Argentinian mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182579,0.0,Arenaviridae,Mammarenavirus,223,5.407176255754997,0,,,Bunyavirales,Argentinian mammarenavirus,2169991,2169991,Junin mammarenavirus
